"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1143;63,99;29,35;2,5;19,61;0,869
1143;63,99;29,35;3,7;19,26;0,863
1213;50,99;23,34;3,7;14,55;0,609
1143;63,99;29,35;4,9;19,1;0,704
1213;50,99;23,34;4,9;14,16;0,425
1143;63,99;29,35;6,1;18,4;0,675
1213;50,99;23,34;6,1;13,11;0,396
1143;63,99;29,35;7,3;18,08;0,713
1213;50,99;23,34;7,3;12,89;0,437
1213;50,99;23,34;8,5;12,48;0,315
1143;63,99;29,35;8,5;17,09;0,541
1143;63,99;29,35;9,7;16,65;0,45
1213;50,99;23,34;9,7;11,68;0,304
1213;50,99;23,34;10,9;11,27;0,292
1143;63,99;29,35;10,9;15,88;0,481
1143;63,99;29,35;12,1;15,69;0,465
1213;50,99;23,34;12,1;10,41;0,298
1143;63,99;29,35;13,3;14,96;0,473
1213;50,99;23,34;13,3;9,74;0,3
1143;63,99;29,35;14,5;14,2;0,422
1213;50,99;23,34;14,5;9,2;0,307
1143;63,99;29,35;15,7;13,69;0,418
1213;50,99;23,34;15,7;8,5;0,283
1213;50,99;23,34;16,9;7,7;0,284
1143;63,99;29,35;16,9;12,89;0,425
1143;63,99;29,35;18,1;12,03;0,378
1213;50,99;23,34;18,1;6,88;0,302
1213;50,99;23,34;19,3;6,21;0,302
1143;63,99;29,35;19,3;11,43;0,364
1213;50,99;23,34;20,5;5,09;0,228
1143;63,99;29,35;20,5;10,35;0,359
1143;63,99;29,35;21,7;9,61;0,328
1213;50,99;23,34;21,7;2,99;0,152
1143;63,99;29,35;22,9;8,66;0,334
1213;50,99;23,34;22,9;0,95;0,072
1143;63,99;29,35;24,1;7,54;0,33
1143;63,99;29,35;25,3;6,43;0,315
1143;63,99;29,35;26,5;4,04;0,305
1143;63,99;29,35;27,7;2,64;0,175
1143;63,99;29,35;28,7;0,95;0,08
1144;65;30,1;0,1;23,94;1,278
1214;54,51;26,97;0,1;19,26;0,888
1214;54,51;26,97;0,7;17,67;0,807
1144;65;30,1;0,7;21,55;1,063
1144;65;30,1;1,3;20,69;0,983
1214;54,51;26,97;1,3;17,35;0,76
1214;54,51;26,97;2,5;17;0,746
1144;65;30,1;2,5;20,05;0,904
1144;65;30,1;3,7;19,74;0,846
1214;54,51;26,97;3,7;16,87;0,604
1214;54,51;26,97;4,9;16,3;0,488
1144;65;30,1;4,9;19,29;0,808
1144;65;30,1;6,1;18,68;0,809
1214;54,51;26,97;6,1;15,88;0,423
1214;54,51;26,97;7,3;15,22;0,385
1144;65;30,1;7,3;18,4;0,66
1144;65;30,1;8,5;18,14;0,616
1214;54,51;26,97;8,5;14,64;0,348
1144;65;30,1;9,7;17,51;0,555
1214;54,51;26,97;9,7;14,07;0,35
1214;54,51;26,97;10,9;13,46;0,317
1144;65;30,1;10,9;16,55;0,485
1214;54,51;26,97;12,1;12,99;0,343
1144;65;30,1;12,1;16,14;0,469
1144;65;30,1;13,3;15,47;0,48
1214;54,51;26,97;13,3;12,32;0,366
1214;54,51;26,97;14,5;11,62;0,323
1144;65;30,1;14,5;14,96;0,447
1144;65;30,1;15,7;14,16;0,465
1214;54,51;26,97;15,7;10,98;0,332
1214;54,51;26,97;16,9;10,41;0,322
1144;65;30,1;16,9;13,31;0,405
1214;54,51;26,97;18,1;9,49;0,314
1144;65;30,1;18,1;12,57;0,34
1214;54,51;26,97;19,3;8,69;0,293
1144;65;30,1;19,3;11,75;0,383
1214;54,51;26,97;20,5;7,8;0,293
1144;65;30,1;20,5;10,92;0,377
1214;54,51;26,97;21,7;7,19;0,279
1144;65;30,1;21,7;10,12;0,383
1144;65;30,1;22,9;9,2;0,343
1214;54,51;26,97;22,9;6,14;0,262
1144;65;30,1;24,1;7,96;0,255
1214;54,51;26,97;24,1;4,77;0,234
1214;54,51;26,97;25,3;3,28;0,179
1144;65;30,1;25,3;6,72;0,32
1214;54,51;26,97;26,5;0,92;0,078
1144;65;30,1;26,5;5,41;0,285
1144;65;30,1;27,7;4,07;0,18
1144;65;30,1;28,9;1,88;0,125
1144;65;30,1;29,5;0,99;0,09
1145;67,39;30,7;0,1;25,69;1,204
1145;67,39;30,7;0,7;23,01;1,147
1145;67,39;30,7;1,3;21,45;0,865
1145;67,39;30,7;2,5;20,69;0,913
1145;67,39;30,7;3,7;20,37;0,622
1145;67,39;30,7;4,9;20,05;0,625
1145;67,39;30,7;6,1;19,39;0,583
1145;67,39;30,7;7,3;18,97;0,563
1145;67,39;30,7;8,5;18,3;0,504
1145;67,39;30,7;9,7;17,63;0,454
1145;67,39;30,7;10,9;17,19;0,413
1145;67,39;30,7;12,1;16,55;0,399
1145;67,39;30,7;13,3;16,07;0,418
1145;67,39;30,7;14,5;15,79;0,39
1145;67,39;30,7;15,7;14,51;0,399
1145;67,39;30,7;16,9;14,07;0,445
1145;67,39;30,7;18,1;13,11;0,403
1145;67,39;30,7;19,3;12,41;0,365
1145;67,39;30,7;20,5;11,49;0,35
1145;67,39;30,7;21,7;11,08;0,404
1145;67,39;30,7;22,9;9,58;0,332
1145;67,39;30,7;24,1;8,94;0,34
1145;67,39;30,7;25,3;8,02;0,304
1145;67,39;30,7;26,5;6,81;0,345
1145;67,39;30,7;27,7;4,81;0,278
1145;67,39;30,7;28,9;3,6;0,316
1145;67,39;30,7;30,1;0,73;0,1
1146;43,39;25,8;0,1;16,58;0,95
1146;43,39;25,8;0,7;14,64;0,781
1146;43,39;25,8;1,3;13,81;0,582
1146;43,39;25,8;2,5;13,11;0,513
1146;43,39;25,8;3,7;12,57;0,388
1146;43,39;25,8;4,9;12,41;0,385
1146;43,39;25,8;6,1;12,25;0,395
1146;43,39;25,8;7,3;11,75;0,329
1146;43,39;25,8;8,5;11,33;0,322
1146;43,39;25,8;9,7;10,82;0,267
1146;43,39;25,8;10,9;10,38;0,25
1146;43,39;25,8;12,1;10,06;0,252
1146;43,39;25,8;13,3;9,77;0,265
1146;43,39;25,8;14,5;8,82;0,226
1146;43,39;25,8;15,7;8,15;0,21
1146;43,39;25,8;16,9;7,8;0,194
1146;43,39;25,8;18,1;7,29;0,226
1146;43,39;25,8;19,3;6,53;0,22
1146;43,39;25,8;20,5;5,73;0,182
1146;43,39;25,8;21,7;5;0,187
1146;43,39;25,8;22,9;4,07;0,157
1146;43,39;25,8;24,1;2,51;0,17
1146;43,39;25,8;25,3;0,67;0,076
1217;20,51;12,15;0,1;8,12;0,339
1217;20,51;12,15;0,7;7;0,26
1217;20,51;12,15;1,3;6,53;0,205
1217;20,51;12,15;2,5;6,18;0,202
1217;20,51;12,15;3,7;5,98;0,2
1217;20,51;12,15;4,9;5,32;0,172
1217;20,51;12,15;6,1;4,87;0,19
1217;20,51;12,15;7,3;4,36;0,163
1217;20,51;12,15;8,5;3,88;0,176
1217;20,51;12,15;9,7;3,25;0,142
1217;20,51;12,15;10,9;2,04;0,133
1217;20,51;12,15;11,6;0,95;0,069
1218;63,99;29,32;0,1;22,92;1,016
1218;63,99;29,32;0,7;20,94;0,905
1218;63,99;29,32;1,3;20,37;0,784
1218;63,99;29,32;2,5;19,42;0,724
1218;63,99;29,32;3,7;18,75;0,711
1218;63,99;29,32;4,9;18,46;0,621
1218;63,99;29,32;6,1;18,24;0,617
1218;63,99;29,32;7,3;17,92;0,602
1218;63,99;29,32;8,5;17,06;0,483
1218;63,99;29,32;9,7;16,68;0,618
1218;63,99;29,32;10,9;16,39;0,64
1218;63,99;29,32;12,1;16,01;0,377
1218;63,99;29,32;13,3;15,02;0,451
1218;63,99;29,32;14,5;14,01;0,46
1218;63,99;29,32;15,7;13,21;0,377
1218;63,99;29,32;16,9;12,61;0,368
1218;63,99;29,32;18,1;12,38;0,433
1218;63,99;29,32;19,3;10,95;0,354
1218;63,99;29,32;20,5;10,12;0,329
1218;63,99;29,32;21,7;9,26;0,353
1218;63,99;29,32;22,9;8,44;0,365
1218;63,99;29,32;24,1;7,13;0,317
1218;63,99;29,32;25,3;5,63;0,301
1218;63,99;29,32;26,5;4,49;0,278
1218;63,99;29,32;27,7;2,55;0,159
1218;63,99;29,32;28,9;0,89;0,071
1219;66;30,74;0,1;23,24;1,21
1219;66;30,74;0,7;21,96;1,032
1219;66;30,74;1,3;21,01;0,805
1219;66;30,74;2,5;20,21;0,739
1219;66;30,74;3,7;19,74;0,638
1219;66;30,74;4,9;19,1;0,686
1219;66;30,74;6,1;18,81;0,696
1219;66;30,74;7,3;18,62;0,666
1219;66;30,74;8,5;17,92;0,672
1219;66;30,74;9,7;17,25;0,636
1219;66;30,74;10,9;17,13;0,63
1219;66;30,74;12,1;15,92;0,497
1219;66;30,74;13,3;15,63;0,449
1219;66;30,74;14,5;14,96;0,452
1219;66;30,74;15,7;14,51;0,458
1219;66;30,74;16,9;13,91;0,372
1219;66;30,74;18,1;13,37;0,464
1219;66;30,74;19,3;12,67;0,467
1219;66;30,74;20,5;11,05;0,457
1219;66;30,74;21,7;10,5;0,437
1219;66;30,74;22,9;9,45;0,41
1219;66;30,74;24,1;8,59;0,399
1219;66;30,74;25,3;7,48;0,364
1219;66;30,74;26,5;6,49;0,378
1219;66;30,74;27,7;4,62;0,296
1219;66;30,74;28,9;3,06;0,187
1219;66;30,74;30,1;1,11;0,068
1220;23,18;12,83;0,1;9,17;0,322
1220;23,18;12,83;0,7;7,7;0,236
1220;23,18;12,83;1,3;7,38;0,167
1220;23,18;12,83;2,5;7;0,157
1220;23,18;12,83;3,7;6,65;0,15
1220;23,18;12,83;4,9;6,05;0,16
1220;23,18;12,83;6,1;5,54;0,165
1220;23,18;12,83;7,3;5,06;0,133
1220;23,18;12,83;8,5;4,33;0,131
1220;23,18;12,83;9,7;3,57;0,116
1220;23,18;12,83;10,9;2,83;0,139
1220;23,18;12,83;12,1;1,21;0,071
1221;27,99;19,92;0,1;11,4;0,313
1221;27,99;19,92;0,7;9,39;0,269
1221;27,99;19,92;1,3;8,91;0,273
1221;27,99;19,92;2,5;8,53;0,217
1221;27,99;19,92;3,7;8,24;0,267
1221;27,99;19,92;4,9;7,86;0,214
1221;27,99;19,92;6,1;7,48;0,179
1221;27,99;19,92;7,3;7,23;0,18
1221;27,99;19,92;8,5;6,81;0,157
1221;27,99;19,92;9,7;6,4;0,16
1221;27,99;19,92;10,9;5,73;0,128
1221;27,99;19,92;12,1;5,47;0,185
1221;27,99;19,92;13,3;4,68;0,177
1221;27,99;19,92;14,5;4,27;0,154
1221;27,99;19,92;15,7;3,69;0,143
1221;27,99;19,92;16,9;3,15;0,112
1221;27,99;19,92;18,1;1,91;0,093
1221;27,99;19,92;18,6;1,05;0,051
1222;59;28,7;0,1;21,01;1,185
1222;59;28,7;0,7;19,58;0,972
1222;59;28,7;1,3;18,78;0,86
1222;59;28,7;2,5;18,4;0,42
1222;59;28,7;3,7;17,67;0,767
1222;59;28,7;4,9;17,25;0,711
1222;59;28,7;6,1;16,97;0,745
1222;59;28,7;7,3;16,81;0,6
1222;59;28,7;8,5;16,01;0,605
1222;59;28,7;9,7;15,85;0,5
1222;59;28,7;10,9;14,96;0,609
1222;59;28,7;12,1;14,48;0,459
1222;59;28,7;13,3;14,29;0,519
1222;59;28,7;14,5;12,92;0,432
1222;59;28,7;15,7;12,32;0,433
1222;59;28,7;16,9;11,9;0,388
1222;59;28,7;18,1;11,14;0,395
1222;59;28,7;19,3;10,57;0,389
1222;59;28,7;20,5;9,93;0,362
1222;59;28,7;21,7;8,66;0,32
1222;59;28,7;22,9;7,77;0,348
1222;59;28,7;24,1;6,53;0,324
1222;59;28,7;25,3;5,28;0,328
1222;59;28,7;26,5;3,66;0,259
1222;59;28,7;27,7;2,74;0,144
1222;59;28,7;28,1;0,95;0,087
1223;36,51;20,5;0,1;13,5;0,583
1223;36,51;20,5;0,7;11,84;0,345
1223;36,51;20,5;1,3;11,62;0,31
1223;36,51;20,5;2,5;10,57;0,288
1223;36,51;20,5;3,7;10,03;0,233
1223;36,51;20,5;4,9;9,87;0,273
1223;36,51;20,5;6,1;9,07;0,249
1223;36,51;20,5;7,3;8,91;0,228
1223;36,51;20,5;8,5;8,28;0,218
1223;36,51;20,5;9,7;7,77;0,208
1223;36,51;20,5;10,9;7,42;0,188
1223;36,51;20,5;12,1;6,84;0,161
1223;36,51;20,5;13,3;6,21;0,149
1223;36,51;20,5;14,5;5,47;0,149
1223;36,51;20,5;15,7;4,9;0,138
1223;36,51;20,5;16,9;4,14;0,135
1223;36,51;20,5;18,1;3,5;0,133
1223;36,51;20,5;19,3;2,86;0,122
1223;36,51;20,5;20,1;0,95;0,08
1224;25,01;15;0,1;11,9;0,719
1224;25,01;15;0,7;8,75;0,561
1224;25,01;15;1,3;7,96;0,392
1224;25,01;15;2,5;7,8;0,397
1224;25,01;15;3,7;6,53;0,275
1224;25,01;15;4,9;6,18;0,307
1224;25,01;15;6,1;5,47;0,239
1224;25,01;15;7,3;4,97;0,15
1224;25,01;15;8,5;4,62;0,136
1224;25,01;15;9,7;4,01;0,139
1224;25,01;15;10,9;3,82;0,153
1224;25,01;15;12,1;3,21;0,157
1224;25,01;15;13,3;2,55;0,128
1224;25,01;15;14,5;0,89;0,083
1226;18,79;9,73;0,1;7,93;0,539
1226;18,79;9,73;0,7;6,37;0,266
1226;18,79;9,73;1,3;5,98;0,228
1226;18,79;9,73;2,5;5,44;0,225
1226;18,79;9,73;3,7;4,84;0,16
1226;18,79;9,73;4,9;4,42;0,144
1226;18,79;9,73;6,1;3,88;0,174
1226;18,79;9,73;7,3;2,93;0,158
1226;18,79;9,73;8,5;1,62;0,082
1226;18,79;9,73;9,3;1,05;0,052
1227;56,99;28,17;0,1;21,33;1,2
1227;56,99;28,17;0,7;18,97;0,548
1227;56,99;28,17;1,3;18,14;0,909
1227;56,99;28,17;2,5;17,83;0,979
1227;56,99;28,17;3,7;17,19;0,613
1227;56,99;28,17;4,9;16,87;0,572
1227;56,99;28,17;6,1;16,46;0,633
1227;56,99;28,17;7,3;15,88;0,541
1227;56,99;28,17;8,5;15,25;0,449
1227;56,99;28,17;9,7;14,96;0,499
1227;56,99;28,17;10,9;14,13;0,425
1227;56,99;28,17;12,1;13,15;0,409
1227;56,99;28,17;13,3;12,16;0,417
1227;56,99;28,17;14,5;12,06;0,408
1227;56,99;28,17;15,7;10,89;0,387
1227;56,99;28,17;16,9;10,5;0,389
1227;56,99;28,17;18,1;9,61;0,414
1227;56,99;28,17;19,3;8,98;0,4
1227;56,99;28,17;20,5;8,24;0,394
1227;56,99;28,17;21,7;7,07;0,39
1227;56,99;28,17;22,9;6,02;0,398
1227;56,99;28,17;24,1;4,97;0,356
1227;56,99;28,17;25,3;4,39;0,208
1227;56,99;28,17;26,5;2,86;0,171
1227;56,99;28,17;27,67;1,02;0,09
1230;54,51;28,59;0,1;20,37;1,012
1230;54,51;28,59;0,7;18,4;0,802
1230;54,51;28,59;1,3;17,35;0,766
1230;54,51;28,59;2,5;17;0,707
1230;54,51;28,59;3,7;16,71;0,644
1230;54,51;28,59;4,9;16,42;0,623
1230;54,51;28,59;6,1;16,23;0,546
1230;54,51;28,59;7,3;15,28;0,589
1230;54,51;28,59;8,5;14,96;0,529
1230;54,51;28,59;9,7;14,32;0,462
1230;54,51;28,59;10,9;14,01;0,405
1230;54,51;28,59;12,1;12,96;0,437
1230;54,51;28,59;13,3;12,1;0,358
1230;54,51;28,59;14,5;11,71;0,356
1230;54,51;28,59;15,7;11,14;0,4
1230;54,51;28,59;16,9;10,35;0,327
1230;54,51;28,59;18,1;9,36;0,318
1230;54,51;28,59;19,3;8,5;0,335
1230;54,51;28,59;20,5;7,86;0,296
1230;54,51;28,59;21,7;7,13;0,338
1230;54,51;28,59;22,9;6,05;0,309
1230;54,51;28,59;24,1;4,84;0,294
1230;54,51;28,59;25,3;3,5;0,224
1230;54,51;28,59;26,5;2,29;0,186
1230;54,51;28,59;27,7;1,27;0,085
1231;67,01;28,52;0,1;24,51;1,115
1231;67,01;28,52;0,7;21,96;0,982
1231;67,01;28,52;1,3;21,33;0,938
1231;67,01;28,52;2,5;19,89;0,818
1231;67,01;28,52;3,7;19,61;0,877
1231;67,01;28,52;4,9;19,26;0,889
1231;67,01;28,52;6,1;19,1;0,955
1231;67,01;28,52;7,3;18,78;0,81
1231;67,01;28,52;8,5;17,83;0,726
1231;67,01;28,52;9,7;17,28;0,575
1231;67,01;28,52;10,9;16,62;0,529
1231;67,01;28,52;12,1;15,85;0,454
1231;67,01;28,52;13,3;15,44;0,477
1231;67,01;28,52;14,5;14,23;0,448
1231;67,01;28,52;15,7;13,11;0,421
1231;67,01;28,52;16,9;12,48;0,41
1231;67,01;28,52;18,1;11,71;0,447
1231;67,01;28,52;19,3;10,95;0,485
1231;67,01;28,52;20,5;10,19;0,393
1231;67,01;28,52;21,7;8,88;0,393
1231;67,01;28,52;22,9;7,7;0,349
1231;67,01;28,52;24,1;7,16;0,344
1231;67,01;28,52;25,3;5,41;0,332
1231;67,01;28,52;26,5;3,66;0,239
1231;67,01;28,52;27,7;1,69;0,126
1231;67,01;28,52;28,1;0,95;0,077
1232;33,3;19,5;0,1;13,05;0,848
1232;33,3;19,5;0,7;11,24;0,418
1232;33,3;19,5;1,3;10,6;0,377
1232;33,3;19,5;2,5;10,28;0,427
1232;33,3;19,5;3,7;9,68;0,327
1232;33,3;19,5;4,9;9,23;0,284
1232;33,3;19,5;6,1;8,91;0,357
1232;33,3;19,5;7,3;8,24;0,235
1232;33,3;19,5;8,5;7,67;0,232
1232;33,3;19,5;9,7;7,42;0,245
1232;33,3;19,5;10,9;6,59;0,277
1232;33,3;19,5;12,1;6,37;0,221
1232;33,3;19,5;13,3;5,41;0,21
1232;33,3;19,5;14,5;4,84;0,209
1232;33,3;19,5;15,7;4,14;0,2
1232;33,3;19,5;16,9;3,34;0,177
1232;33,3;19,5;18,1;2,55;0,157
1232;33,3;19,5;19,1;1,11;0,099
1234;44,99;26,73;0,1;16,87;0,942
1234;44,99;26,73;0,7;14,96;0,724
1234;44,99;26,73;1,3;14,32;0,504
1234;44,99;26,73;2,5;14,07;0,618
1234;44,99;26,73;3,7;13,53;0,503
1234;44,99;26,73;4,9;13,15;0,518
1234;44,99;26,73;6,1;12,83;0,49
1234;44,99;26,73;7,3;12,41;0,471
1234;44,99;26,73;8,5;12,25;0,494
1234;44,99;26,73;9,7;11,78;0,479
1234;44,99;26,73;10,9;11,46;0,395
1234;44,99;26,73;12,1;10,5;0,475
1234;44,99;26,73;13,3;10,09;0,402
1234;44,99;26,73;14,5;9,61;0,445
1234;44,99;26,73;15,7;8,75;0,394
1234;44,99;26,73;16,9;8,09;0,394
1234;44,99;26,73;18,1;7,42;0,277
1234;44,99;26,73;19,3;6,68;0,3
1234;44,99;26,73;20,5;6,21;0,321
1234;44,99;26,73;21,7;5,63;0,276
1234;44,99;26,73;22,9;4,71;0,273
1234;44,99;26,73;24,1;3,79;0,194
1234;44,99;26,73;25,3;2,55;0,161
1234;44,99;26,73;26,2;0,99;0,066
1235;57,99;30,93;0,1;21,42;0,925
1235;57,99;30,93;0,7;19,1;0,782
1235;57,99;30,93;1,3;18,46;0,695
1235;57,99;30,93;2,5;18,21;0,634
1235;57,99;30,93;3,7;17,51;0,556
1235;57,99;30,93;4,9;17,09;0,565
1235;57,99;30,93;6,1;16,97;0,592
1235;57,99;30,93;7,3;16,81;0,508
1235;57,99;30,93;8,5;16,55;0,659
1235;57,99;30,93;9,7;15,6;0,383
1235;57,99;30,93;10,9;14,96;0,343
1235;57,99;30,93;12,1;14,45;0,343
1235;57,99;30,93;13,3;13,91;0,38
1235;57,99;30,93;14,5;13,56;0,35
1235;57,99;30,93;15,7;12,89;0,373
1235;57,99;30,93;16,9;12,51;0,372
1235;57,99;30,93;18,1;11,78;0,324
1235;57,99;30,93;19,3;11,14;0,352
1235;57,99;30,93;20,5;10,09;0,337
1235;57,99;30,93;21,7;9,49;0,386
1235;57,99;30,93;22,9;8,91;0,324
1235;57,99;30,93;24,1;8,59;0,31
1235;57,99;30,93;25,3;7,48;0,284
1235;57,99;30,93;26,5;6,68;0,294
1235;57,99;30,93;27,7;5,16;0,311
1235;57,99;30,93;28,9;3,66;0,238
1235;57,99;30,93;30,1;1,75;0,128
1235;57,99;30,93;30,45;1,05;0,078
1236;41;25,34;0,1;14,8;0,782
1236;41;25,34;0,7;13,75;0,622
1236;41;25,34;1,3;13,05;0,528
1236;41;25,34;2,5;12,45;0,493
1236;41;25,34;3,7;12,1;0,498
1236;41;25,34;4,9;11,84;0,43
1236;41;25,34;6,1;11,52;0,486
1236;41;25,34;7,3;10,98;0,434
1236;41;25,34;8,5;10,5;0,437
1236;41;25,34;9,7;9,96;0,397
1236;41;25,34;10,9;9,42;0,39
1236;41;25,34;12,1;8,79;0,326
1236;41;25,34;13,3;8,66;0,344
1236;41;25,34;14,5;7,96;0,382
1236;41;25,34;15,7;7,32;0,257
1236;41;25,34;16,9;6,53;0,234
1236;41;25,34;18,1;6,05;0,232
1236;41;25,34;19,3;5,51;0,261
1236;41;25,34;20,5;4,97;0,266
1236;41;25,34;21,7;4,58;0,223
1236;41;25,34;22,9;3,57;0,202
1236;41;25,34;24,1;1,97;0,097
1236;41;25,34;24,8;0,86;0,055
1237;53;30;0,1;19,51;0,883
1237;53;30;0,7;17,6;0,735
1237;53;30;1,3;16,87;0,677
1237;53;30;2,5;16,46;0,582
1237;53;30;3,7;16,07;0,54
1237;53;30;4,9;15,76;0,561
1237;53;30;6,1;15,44;0,52
1237;53;30;7,3;15,28;0,466
1237;53;30;8,5;14,96;0,451
1237;53;30;9,7;14,48;0,371
1237;53;30;10,9;13,97;0,365
1237;53;30;12,1;13,37;0,329
1237;53;30;13,3;13,05;0,338
1237;53;30;14,5;12,41;0,341
1237;53;30;15,7;11,46;0,323
1237;53;30;16,9;10,98;0,299
1237;53;30;18,1;10,66;0,313
1237;53;30;19,3;9,99;0,317
1237;53;30;20,5;9,17;0,368
1237;53;30;21,7;8,66;0,339
1237;53;30;22,9;8,4;0,324
1237;53;30;24,1;7,32;0,258
1237;53;30;25,3;6,21;0,26
1237;53;30;26,5;5,09;0,167
1237;53;30;27,7;3,63;0,148
1237;53;30;28,9;2,16;0,132
1237;53;30;29,39;0,92;0,066
1238;32,01;23,3;0,1;11,68;0,427
1238;32,01;23,3;0,7;10,66;0,345
1238;32,01;23,3;1,3;10,19;0,287
1238;32,01;23,3;2,5;9,93;0,293
1238;32,01;23,3;3,7;9,71;0,274
1238;32,01;23,3;4,9;9,39;0,284
1238;32,01;23,3;6,1;9,07;0,254
1238;32,01;23,3;7,3;8,91;0,251
1238;32,01;23,3;8,5;8,66;0,213
1238;32,01;23,3;9,7;8,31;0,187
1238;32,01;23,3;10,9;7,64;0,196
1238;32,01;23,3;12,1;7,19;0,193
1238;32,01;23,3;13,3;6,68;0,185
1238;32,01;23,3;14,5;6,27;0,159
1238;32,01;23,3;15,7;5,63;0,175
1238;32,01;23,3;16,9;5,28;0,162
1238;32,01;23,3;18,1;4,62;0,155
1238;32,01;23,3;19,3;4,23;0,152
1238;32,01;23,3;20,5;3,5;0,134
1238;32,01;23,3;21,7;2,83;0,099
1238;32,01;23,3;22,9;0,92;0,07
1239;62,99;31,1;0,1;21,49;1,188
1239;62,99;31,1;0,7;20,56;0,927
1239;62,99;31,1;1,3;20,05;0,805
1239;62,99;31,1;2,5;18,46;0,697
1239;62,99;31,1;3,7;18,4;0,659
1239;62,99;31,1;4,9;18,14;0,682
1239;62,99;31,1;6,1;17,89;0,691
1239;62,99;31,1;7,3;17,67;0,715
1239;62,99;31,1;8,5;16,9;0,396
1239;62,99;31,1;9,7;16,55;0,642
1239;62,99;31,1;10,9;16,01;0,459
1239;62,99;31,1;12,1;15,18;0,412
1239;62,99;31,1;13,3;14,42;0,375
1239;62,99;31,1;14,5;13,69;0,354
1239;62,99;31,1;15,7;13,24;0,375
1239;62,99;31,1;16,9;12,7;0,359
1239;62,99;31,1;18,1;11,62;0,381
1239;62,99;31,1;19,3;11,01;0,393
1239;62,99;31,1;20,5;10,15;0,34
1239;62,99;31,1;21,7;9,87;0,343
1239;62,99;31,1;22,9;8,85;0,35
1239;62,99;31,1;24,1;7,7;0,299
1239;62,99;31,1;25,3;7,16;0,336
1239;62,99;31,1;26,5;6,11;0,313
1239;62,99;31,1;27,7;4,68;0,316
1239;62,99;31,1;28,9;3,5;0,22
1239;62,99;31,1;30,1;1,59;0,111
1239;62,99;31,1;30,5;1,02;0,093
1240;55,1;29,77;0,1;19,74;0,948
1240;55,1;29,77;0,7;18,14;0,725
1240;55,1;29,77;1,3;17,54;0,589
1240;55,1;29,77;2,5;17,19;0,612
1240;55,1;29,77;3,7;16,87;0,595
1240;55,1;29,77;4,9;16,62;0,591
1240;55,1;29,77;6,1;16,49;0,459
1240;55,1;29,77;7,3;16,14;0,449
1240;55,1;29,77;8,5;15,44;0,421
1240;55,1;29,77;9,7;15,28;0,341
1240;55,1;29,77;10,9;14,32;0,329
1240;55,1;29,77;12,1;13,75;0,376
1240;55,1;29,77;13,3;13,53;0,386
1240;55,1;29,77;14,5;13,15;0,359
1240;55,1;29,77;15,7;11,84;0,401
1240;55,1;29,77;16,9;11,46;0,342
1240;55,1;29,77;18,1;11,3;0,318
1240;55,1;29,77;19,3;10,25;0,361
1240;55,1;29,77;20,5;9,14;0,36
1240;55,1;29,77;21,7;7,93;0,335
1240;55,1;29,77;22,9;6,78;0,301
1240;55,1;29,77;24,1;6,14;0,339
1240;55,1;29,77;25,3;4,93;0,317
1240;55,1;29,77;26,5;3,18;0,214
1240;55,1;29,77;27,7;2,42;0,111
1240;55,1;29,77;28,9;1,11;0,091
1241;27,3;20,3;0,1;9,87;0,5
1241;27,3;20,3;0,7;9,01;0,412
1241;27,3;20,3;1,3;8,69;0,335
1241;27,3;20,3;2,5;8,28;0,312
1241;27,3;20,3;3,7;7,93;0,313
1241;27,3;20,3;4,9;7,54;0,304
1241;27,3;20,3;6,1;7,32;0,26
1241;27,3;20,3;7,3;7,13;0,186
1241;27,3;20,3;8,5;7;0,18
1241;27,3;20,3;9,7;6,49;0,176
1241;27,3;20,3;10,9;5,98;0,188
1241;27,3;20,3;12,1;5,63;0,175
1241;27,3;20,3;13,3;5,09;0,148
1241;27,3;20,3;14,5;4,39;0,19
1241;27,3;20,3;15,7;3,95;0,128
1241;27,3;20,3;16,9;3,5;0,15
1241;27,3;20,3;18,1;2,96;0,138
1241;27,3;20,3;19,3;1,88;0,086
1241;27,3;20,3;19,8;0,95;0,061
1242;56,49;30,3;0,1;20,44;1,266
1242;56,49;30,3;0,7;18,62;1,121
1242;56,49;30,3;1,3;17,98;0,889
1242;56,49;30,3;2,5;17,35;0,684
1242;56,49;30,3;3,7;17,03;0,654
1242;56,49;30,3;4,9;16,55;0,638
1242;56,49;30,3;6,1;16,39;0,578
1242;56,49;30,3;7,3;15,92;0,372
1242;56,49;30,3;8,5;15,85;0,456
1242;56,49;30,3;9,7;15,37;0,396
1242;56,49;30,3;10,9;14,48;0,403
1242;56,49;30,3;12,1;13,85;0,345
1242;56,49;30,3;13,3;13,43;0,357
1242;56,49;30,3;14,5;12,51;0,358
1242;56,49;30,3;15,7;12,41;0,333
1242;56,49;30,3;16,9;12,1;0,3
1242;56,49;30,3;18,1;11,01;0,303
1242;56,49;30,3;19,3;10,12;0,343
1242;56,49;30,3;20,5;9,55;0,349
1242;56,49;30,3;21,7;8,82;0,317
1242;56,49;30,3;22,9;8,44;0,306
1242;56,49;30,3;24,1;7,48;0,302
1242;56,49;30,3;25,3;6,27;0,334
1242;56,49;30,3;26,5;5,25;0,25
1242;56,49;30,3;27,7;3,98;0,217
1242;56,49;30,3;28,9;2,67;0,17
1242;56,49;30,3;29,9;0,99;0,08
